frame, timestamp, confidence, success, x_0, y_0, z_0, x_1, y_1, z_1, x_h0, y_h0, z_h0, x_h1, y_h1, z_h1
9335, 311.133, 0.973085, 1, 0.117337, 0.0847596, -0.989468, -0.111145, 0.161593, -0.980579, 0.00916064, 0.320201, -0.947305, -0.200329, 0.421825, -0.884269
9336, 311.167, 0.976633, 1, 0.0997966, 0.107351, -0.9892, -0.10733, 0.150652, -0.982743, 0.000457815, 0.321962, -0.946752, -0.193504, 0.392263, -0.89927
9337, 311.2, 0.973098, 1, 0.10223, 0.10401, -0.989308, -0.102711, 0.156066, -0.982392, 0.00325796, 0.304754, -0.952426, -0.186736, 0.3843, -0.904125
9338, 311.233, 0.971515, 1, 0.106261, 0.110312, -0.9882, -0.0937985, 0.155555, -0.983364, 0.0109438, 0.309798, -0.950739, -0.175716, 0.382836, -0.906951
9339, 311.267, 0.970145, 1, 0.118856, 0.107158, -0.987112, -0.0881164, 0.147472, -0.985133, 0.0148191, 0.306739, -0.951678, -0.179455, 0.376643, -0.90881
9340, 311.3, 0.969555, 1, 0.13373, 0.0945499, -0.986497, -0.0973798, 0.158291, -0.982579, 0.0193184, 0.290558, -0.956662, -0.193178, 0.387018, -0.901609
9341, 311.333, 0.969224, 1, 0.122421, 0.0958176, -0.987842, -0.0977159, 0.163554, -0.981683, -0.00133477, 0.286982, -0.957935, -0.201456, 0.38561, -0.9004
9342, 311.367, 0.963584, 1, 0.132948, 0.0928772, -0.986762, -0.069422, 0.16136, -0.984451, -0.00102037, 0.275667, -0.961253, -0.183721, 0.373477, -0.909264
9343, 311.4, 0.962806, 1, 0.131445, 0.107614, -0.985465, -0.0638855, 0.158766, -0.985247, -0.00789591, 0.282461, -0.959246, -0.186856, 0.363533, -0.912649
9344, 311.433, 0.962638, 1, 0.126085, 0.110008, -0.985901, -0.061934, 0.160986, -0.985012, -0.0124263, 0.278853, -0.960254, -0.184122, 0.358996, -0.914998
9345, 311.467, 0.96039, 1, 0.133534, 0.0964371, -0.986341, -0.0728703, 0.158264, -0.984704, -0.00931479, 0.261334, -0.965203, -0.196182, 0.35552, -0.913848
9346, 311.5, 0.963668, 1, 0.146514, 0.0861836, -0.985447, -0.0601479, 0.15321, -0.986362, 0.00465731, 0.259206, -0.965811, -0.181835, 0.3587, -0.915571
9347, 311.533, 0.966132, 1, 0.16044, 0.0927103, -0.982682, -0.0566627, 0.15335, -0.986546, 0.0199565, 0.289215, -0.957056, -0.178631, 0.383078, -0.906279
9348, 311.567, 0.961701, 1, 0.161455, 0.0856067, -0.98316, -0.0526638, 0.153604, -0.986728, 0.0138946, 0.284986, -0.958431, -0.179367, 0.386254, -0.904785
9349, 311.6, 0.97094, 1, 0.134914, 0.0909404, -0.986675, -0.0537097, 0.170834, -0.983835, -0.021459, 0.232014, -0.972476, -0.186599, 0.341809, -0.921058
9350, 311.633, 0.924804, 1, 0.157513, 0.0885947, -0.983535, -0.0407191, 0.150326, -0.987797, -0.00929294, 0.201378, -0.97947, -0.188382, 0.297131, -0.936069
9351, 311.667, 0.965372, 1, 0.137274, 0.0872795, -0.98668, -0.0349142, 0.143309, -0.989062, 0.00637938, 0.240005, -0.970751, -0.150376, 0.323054, -0.934357
9352, 311.7, 0.96541, 1, 0.144471, 0.0566796, -0.987884, -0.0307704, 0.134864, -0.990386, -0.0068204, 0.259381, -0.965751, -0.160101, 0.364257, -0.917434
9353, 311.733, 0.96407, 1, 0.143813, 0.052327, -0.98822, -0.0313426, 0.147342, -0.988589, -0.010528, 0.24082, -0.970513, -0.159319, 0.362616, -0.91822
9354, 311.767, 0.962701, 1, 0.144932, 0.0681721, -0.98709, -0.0310217, 0.138026, -0.989943, -0.00815155, 0.247064, -0.968965, -0.163017, 0.346218, -0.923882
9355, 311.8, 0.964693, 1, 0.155302, 0.0589064, -0.986109, -0.0342689, 0.122362, -0.991894, -0.00322489, 0.230832, -0.972988, -0.172757, 0.327365, -0.928971
9356, 311.833, 0.962478, 1, 0.157534, 0.0649748, -0.985374, -0.0310115, 0.136979, -0.990088, 0.0126691, 0.237074, -0.971409, -0.154584, 0.34114, -0.927215
9357, 311.867, 0.96486, 1, 0.151965, 0.0691718, -0.985962, -0.0225946, 0.148426, -0.988665, -0.0036346, 0.236686, -0.971579, -0.154094, 0.346191, -0.925423
9358, 311.9, 0.966498, 1, 0.14776, 0.0559074, -0.987442, -0.0212952, 0.148136, -0.988738, -0.0133418, 0.229839, -0.973137, -0.155044, 0.350496, -0.923642
9359, 311.933, 0.964564, 1, 0.151654, 0.0622481, -0.986472, -0.0200332, 0.136915, -0.99038, -0.00507041, 0.237145, -0.971461, -0.153807, 0.341899, -0.927064
9360, 311.967, 0.960803, 1, 0.16397, 0.0685726, -0.984079, -0.0380661, 0.128313, -0.991003, 0.00828167, 0.248028, -0.968718, -0.173358, 0.344554, -0.922621
9361, 312, 0.966418, 1, 0.159989, 0.0661317, -0.984901, -0.0145391, 0.14326, -0.989578, 0.00583937, 0.246158, -0.969212, -0.145013, 0.353978, -0.923943
9362, 312.033, 0.964559, 1, 0.155311, 0.0619041, -0.985924, -0.0234412, 0.14544, -0.989089, -0.000540104, 0.2346, -0.972092, -0.153717, 0.349447, -0.924261
9363, 312.067, 0.952159, 1, 0.15709, 0.0599244, -0.985765, -0.0221263, 0.139362, -0.989994, -0.00706451, 0.228141, -0.973603, -0.161275, 0.339746, -0.926587
9364, 312.1, 0.962112, 1, 0.158093, 0.0740262, -0.984646, -0.0110268, 0.137211, -0.99048, 0.0290318, 0.271753, -0.961929, -0.121717, 0.363577, -0.923578
9365, 312.133, 0.964564, 1, 0.148553, 0.0639172, -0.986837, -0.0169018, 0.135599, -0.99062, -0.0031003, 0.248909, -0.968522, -0.146921, 0.348902, -0.925571
9366, 312.167, 0.966071, 1, 0.152874, 0.0647499, -0.986122, -0.0236221, 0.123071, -0.992117, -0.0047373, 0.237835, -0.971294, -0.162187, 0.328079, -0.930623
9367, 312.2, 0.967331, 1, 0.145184, 0.0696611, -0.986949, -0.0162627, 0.133883, -0.990864, -0.0135432, 0.241733, -0.970248, -0.154516, 0.334858, -0.929513
9368, 312.233, 0.966146, 1, 0.175697, 0.079856, -0.9812, -0.00777188, 0.149017, -0.988804, 0.0254107, 0.255301, -0.966528, -0.136933, 0.356984, -0.924019
9369, 312.267, 0.966347, 1, 0.171075, 0.0758102, -0.982337, -0.0213512, 0.136588, -0.990398, 0.0156645, 0.2359, -0.971651, -0.15671, 0.33253, -0.929982
9370, 312.3, 0.966478, 1, 0.163139, 0.0689819, -0.984189, -0.0232467, 0.12189, -0.992271, 0.00371773, 0.238315, -0.971181, -0.164223, 0.326475, -0.93083
9371, 312.333, 0.969385, 1, 0.152723, 0.0500054, -0.987003, -0.0172694, 0.130143, -0.991345, -0.0113058, 0.226586, -0.973925, -0.15664, 0.336808, -0.928453
9372, 312.367, 0.96997, 1, 0.141602, 0.0405494, -0.989093, -0.0289644, 0.126936, -0.991488, -0.0240395, 0.21748, -0.975769, -0.16762, 0.334163, -0.92749
9373, 312.4, 0.966149, 1, 0.166888, 0.0686914, -0.98358, -0.0203698, 0.127582, -0.991619, 0.00837547, 0.262809, -0.964812, -0.158718, 0.356299, -0.920793
9374, 312.433, 0.967617, 1, 0.162448, 0.0449099, -0.985695, -0.0261308, 0.126204, -0.99166, 0.00520811, 0.220734, -0.97532, -0.157852, 0.33654, -0.928345
9375, 312.467, 0.970354, 1, 0.174874, 0.0665719, -0.982338, -0.0270733, 0.1245, -0.99185, 0.0234412, 0.245739, -0.969052, -0.158526, 0.342077, -0.926203
9376, 312.5, 0.968829, 1, 0.183627, 0.0723248, -0.980332, -0.0224174, 0.132192, -0.990971, 0.0425991, 0.253415, -0.966419, -0.143693, 0.352019, -0.924897
9377, 312.533, 0.968995, 1, 0.161635, 0.049745, -0.985596, -0.0295123, 0.115765, -0.992838, 0.0125852, 0.23468, -0.971991, -0.157522, 0.335412, -0.928809
9378, 312.567, 0.963974, 1, 0.153582, 0.0535038, -0.986686, -0.026077, 0.125146, -0.991796, 0.0124736, 0.245403, -0.969341, -0.14516, 0.348834, -0.925874
9379, 312.6, 0.964193, 1, 0.152285, 0.0531747, -0.986905, -0.0289743, 0.125174, -0.991712, 0.0120682, 0.242691, -0.970029, -0.14721, 0.346563, -0.926404
9380, 312.633, 0.967691, 1, 0.150551, 0.0547946, -0.987083, -0.0236018, 0.118092, -0.992722, 0.01249, 0.250639, -0.968, -0.141938, 0.345, -0.927808
9381, 312.667, 0.966882, 1, 0.154091, 0.0625364, -0.986076, -0.0247914, 0.122049, -0.992214, 0.0211622, 0.256886, -0.96621, -0.138917, 0.34859, -0.926923
9382, 312.7, 0.968849, 1, 0.14944, 0.0690013, -0.98636, -0.0243797, 0.143896, -0.989293, 0.0283429, 0.259985, -0.965197, -0.123706, 0.364518, -0.922943
9383, 312.733, 0.973563, 1, 0.145936, 0.0603837, -0.98745, -0.0223852, 0.143314, -0.989424, 0.0265128, 0.259227, -0.965452, -0.118231, 0.370226, -0.921387
9384, 312.767, 0.969298, 1, 0.142624, 0.061426, -0.987869, -0.0309379, 0.143626, -0.989148, 0.0209958, 0.259221, -0.96559, -0.128822, 0.370354, -0.919915
9385, 312.8, 0.970341, 1, 0.136698, 0.0552958, -0.989068, -0.0360551, 0.122226, -0.991847, 0.0124088, 0.251317, -0.967825, -0.140129, 0.348204, -0.926886
9386, 312.833, 0.971207, 1, 0.12646, 0.055139, -0.990438, -0.0311742, 0.133965, -0.990496, 0.00249612, 0.253418, -0.967354, -0.132665, 0.357992, -0.924252
9387, 312.867, 0.970077, 1, 0.120234, 0.0447215, -0.991738, -0.0274892, 0.117111, -0.992738, -0.00475733, 0.246397, -0.969157, -0.131988, 0.343052, -0.929997
9388, 312.9, 0.97082, 1, 0.144618, 0.0495467, -0.988246, -0.0351261, 0.126354, -0.991363, 0.0213879, 0.243521, -0.96966, -0.13616, 0.350897, -0.926462
9389, 312.933, 0.971493, 1, 0.142959, 0.0707464, -0.987197, -0.0255264, 0.13268, -0.99083, 0.0244945, 0.26798, -0.963113, -0.125683, 0.358684, -0.924959
9390, 312.967, 0.96937, 1, 0.127714, 0.0526915, -0.99041, -0.0411777, 0.129787, -0.990686, 0.00573562, 0.25128, -0.967897, -0.141154, 0.355908, -0.923799
9391, 313, 0.969191, 1, 0.128063, 0.0524064, -0.99038, -0.0415068, 0.127915, -0.990916, 0.00594484, 0.251828, -0.967754, -0.142076, 0.354948, -0.924027
9392, 313.033, 0.969206, 1, 0.138482, 0.0569087, -0.988728, -0.0416408, 0.135002, -0.98997, 0.0216882, 0.252124, -0.967452, -0.13616, 0.360047, -0.922944
9393, 313.067, 0.971404, 1, 0.147792, 0.053147, -0.987589, -0.0387268, 0.138988, -0.989537, 0.0319138, 0.249459, -0.967859, -0.130597, 0.366046, -0.921387
9394, 313.1, 0.971763, 1, 0.130108, 0.0631436, -0.989487, -0.0407841, 0.13489, -0.990021, 0.0133903, 0.254927, -0.966868, -0.136537, 0.355399, -0.924689
9395, 313.133, 0.971856, 1, 0.124323, 0.0514713, -0.990906, -0.0520935, 0.139538, -0.988846, 0.0138934, 0.243357, -0.969837, -0.137852, 0.36011, -0.922669
9396, 313.167, 0.970837, 1, 0.131141, 0.0642891, -0.989277, -0.0534436, 0.147726, -0.987583, 0.0216925, 0.248343, -0.968429, -0.139164, 0.362238, -0.921638
9397, 313.2, 0.970372, 1, 0.116423, 0.0688354, -0.990811, -0.0515848, 0.142448, -0.988457, 0.015356, 0.253718, -0.967156, -0.131871, 0.35493, -0.925546
9398, 313.233, 0.970123, 1, 0.120465, 0.0662243, -0.990506, -0.0475927, 0.143245, -0.988542, 0.0206463, 0.25707, -0.966172, -0.126207, 0.361134, -0.923934
9399, 313.267, 0.969739, 1, 0.111281, 0.0431591, -0.992851, -0.0610162, 0.136321, -0.988784, -0.000795187, 0.226185, -0.974084, -0.147819, 0.346536, -0.926316
9400, 313.3, 0.971802, 1, 0.126654, 0.0622294, -0.989993, -0.0546601, 0.144639, -0.987974, 0.0236561, 0.254353, -0.966822, -0.134648, 0.366111, -0.920778
9401, 313.333, 0.970196, 1, 0.128349, 0.0623445, -0.989767, -0.0622261, 0.14729, -0.987134, 0.0216107, 0.246227, -0.968971, -0.144937, 0.36231, -0.92072
9402, 313.367, 0.971829, 1, 0.119799, 0.0749993, -0.989961, -0.0603975, 0.141032, -0.988161, 0.0174597, 0.264999, -0.964091, -0.143256, 0.360886, -0.921542
9403, 313.4, 0.9711, 1, 0.115265, 0.0772112, -0.990329, -0.0620078, 0.141054, -0.988058, 0.0198205, 0.270418, -0.962539, -0.139049, 0.362999, -0.921356
9404, 313.433, 0.96843, 1, 0.115762, 0.0719954, -0.990664, -0.065597, 0.160569, -0.984842, 0.00562986, 0.257757, -0.966193, -0.151118, 0.374258, -0.914929
9405, 313.467, 0.967299, 1, 0.120109, 0.0642387, -0.99068, -0.0638905, 0.165634, -0.984115, 0.00793305, 0.252335, -0.967607, -0.148598, 0.381305, -0.912428
9406, 313.5, 0.963929, 1, 0.116187, 0.068972, -0.99083, -0.0659053, 0.175861, -0.982206, -0.00308935, 0.255969, -0.96668, -0.155467, 0.389947, -0.907619
9407, 313.533, 0.961338, 1, 0.120072, 0.0809482, -0.989459, -0.0784069, 0.192061, -0.978246, -0.000872262, 0.253894, -0.967232, -0.167979, 0.394791, -0.903285
9408, 313.567, 0.953711, 1, 0.144145, 0.13507, -0.980295, -0.106492, 0.306908, -0.945763, 0.0190902, 0.295599, -0.955121, -0.181112, 0.49993, -0.846917
9409, 313.6, 0.945147, 1, 0.208042, 0.250269, -0.94556, -0.063676, 0.396864, -0.915666, 0.121808, 0.382568, -0.915863, -0.106828, 0.567205, -0.816619
9410, 313.633, 0.943312, 1, 0.287519, 0.225066, -0.930955, -0.0502677, 0.427773, -0.902487, 0.19318, 0.345985, -0.918137, -0.0880171, 0.596035, -0.79812
9411, 313.667, 0.942842, 1, 0.28784, 0.222417, -0.931493, -0.0402866, 0.448421, -0.892914, 0.197478, 0.345568, -0.917379, -0.0658529, 0.616307, -0.784748
9412, 313.7, 0.939217, 1, 0.284258, 0.258763, -0.923168, -0.0454782, 0.449842, -0.89195, 0.213944, 0.417568, -0.8831, -0.0587997, 0.653004, -0.755068
9413, 313.733, 0.940309, 1, 0.308264, 0.229567, -0.923186, -0.0794695, 0.447952, -0.890519, 0.21802, 0.36395, -0.905543, -0.0985491, 0.642605, -0.759834
9414, 313.767, 0.932346, 1, 0.259584, 0.231488, -0.937566, -0.0420768, 0.425773, -0.903851, 0.177136, 0.404623, -0.897164, -0.0611089, 0.640723, -0.765336
9415, 313.8, 0.931759, 1, 0.259182, 0.22109, -0.940183, -0.0397126, 0.419499, -0.906887, 0.177761, 0.403262, -0.897653, -0.0572349, 0.641831, -0.764707
9416, 313.833, 0.938251, 1, 0.281668, 0.231524, -0.93116, -0.0540613, 0.423042, -0.904496, 0.198666, 0.389213, -0.899469, -0.0728189, 0.633559, -0.77026
9417, 313.867, 0.945286, 1, 0.329147, 0.224551, -0.917191, -0.0299771, 0.430067, -0.902299, 0.24698, 0.358011, -0.90046, -0.0454105, 0.624965, -0.779331
9418, 313.9, 0.946399, 1, 0.344726, 0.231244, -0.909775, -0.0452179, 0.410965, -0.910529, 0.264648, 0.382724, -0.885146, -0.066751, 0.63143, -0.772555
9419, 313.933, 0.944205, 1, 0.320469, 0.230286, -0.918841, -0.0372694, 0.418494, -0.907455, 0.252932, 0.36095, -0.897631, -0.0449362, 0.612152, -0.789462
9420, 313.967, 0.946147, 1, 0.309781, 0.226317, -0.92348, -0.0278665, 0.411213, -0.911113, 0.24086, 0.347658, -0.906157, -0.0388036, 0.592312, -0.804774
9421, 314, 0.942786, 1, 0.275756, 0.231395, -0.93296, -0.0352644, 0.404077, -0.914045, 0.192621, 0.370508, -0.908637, -0.0629047, 0.594491, -0.801638
9422, 314.033, 0.9435, 1, 0.286539, 0.226925, -0.930806, -0.0483844, 0.389271, -0.919851, 0.205292, 0.367763, -0.906976, -0.078294, 0.586874, -0.805884
9423, 314.067, 0.951687, 1, 0.293546, 0.207151, -0.933231, -0.0304913, 0.360883, -0.932113, 0.214649, 0.338429, -0.916183, -0.0624895, 0.55022, -0.832678
9424, 314.1, 0.951994, 1, 0.18178, 0.256836, -0.949206, -0.0518269, 0.300579, -0.952348, 0.119384, 0.407611, -0.905318, -0.096677, 0.496894, -0.862409
9425, 314.133, 0.957678, 1, 0.148132, 0.175861, -0.973206, -0.0742985, 0.281306, -0.956737, 0.0650726, 0.342851, -0.937133, -0.123673, 0.484821, -0.865825
9426, 314.167, 0.962497, 1, 0.0983944, 0.139764, -0.985284, -0.0688098, 0.255938, -0.964241, 0.00929474, 0.321675, -0.946805, -0.123646, 0.461512, -0.878475
9427, 314.2, 0.966627, 1, 0.110922, 0.131333, -0.985113, -0.109134, 0.232718, -0.966402, 0.0253388, 0.309965, -0.95041, -0.163535, 0.445744, -0.880096
9428, 314.233, 0.963591, 1, 0.115764, 0.129221, -0.984835, -0.0745795, 0.212958, -0.974211, 0.0339513, 0.311107, -0.949768, -0.131339, 0.425465, -0.895394
9429, 314.267, 0.963718, 1, 0.112881, 0.0831563, -0.990123, -0.0889943, 0.202321, -0.975267, 0.0213811, 0.268077, -0.96316, -0.147101, 0.417619, -0.896636
9430, 314.3, 0.965432, 1, 0.110183, 0.0749486, -0.991081, -0.0953804, 0.180891, -0.978867, 0.020629, 0.256319, -0.966372, -0.154991, 0.394547, -0.90571
9431, 314.333, 0.96147, 1, 0.11458, 0.0948641, -0.988874, -0.0836998, 0.180061, -0.980088, 0.0309404, 0.270837, -0.962128, -0.142685, 0.388421, -0.910368
9432, 314.367, 0.964378, 1, 0.113838, 0.0969317, -0.988759, -0.0821764, 0.184929, -0.97931, 0.0275456, 0.266484, -0.963446, -0.14326, 0.386272, -0.911192
9433, 314.4, 0.965628, 1, 0.0844042, 0.105905, -0.990788, -0.0919256, 0.161695, -0.98255, 0.00526727, 0.269485, -0.96299, -0.153636, 0.355208, -0.922076
9434, 314.433, 0.967464, 1, 0.0944748, 0.0914112, -0.991322, -0.0787805, 0.153226, -0.985046, 0.00790129, 0.255584, -0.966755, -0.146751, 0.34685, -0.926369
9435, 314.467, 0.96775, 1, 0.0990885, 0.0978852, -0.990252, -0.0820988, 0.163933, -0.983049, 0.0135433, 0.270737, -0.962558, -0.147785, 0.367002, -0.918406
9436, 314.5, 0.966837, 1, 0.106217, 0.0893938, -0.990317, -0.0858344, 0.166002, -0.982383, 0.0241554, 0.264362, -0.964121, -0.145697, 0.372524, -0.916514
9437, 314.533, 0.967119, 1, 0.11421, 0.0842402, -0.989879, -0.0777918, 0.16503, -0.983216, 0.0371953, 0.278689, -0.959661, -0.131874, 0.390472, -0.911121
9438, 314.567, 0.970834, 1, 0.11678, 0.101103, -0.987998, -0.0803972, 0.159856, -0.983861, 0.0452801, 0.308766, -0.95006, -0.133795, 0.400344, -0.906545
9439, 314.6, 0.968733, 1, 0.108779, 0.0859512, -0.990343, -0.0901706, 0.171622, -0.981028, 0.0356767, 0.306256, -0.95128, -0.139124, 0.421942, -0.895885
9440, 314.633, 0.970308, 1, 0.0915373, 0.0778166, -0.992756, -0.0764636, 0.167064, -0.982977, 0.0164075, 0.302125, -0.953127, -0.127548, 0.415317, -0.900691
9441, 314.667, 0.970876, 1, 0.110551, 0.0786092, -0.990757, -0.0722002, 0.166206, -0.983444, 0.0339865, 0.299186, -0.953589, -0.124755, 0.41418, -0.901605
9442, 314.7, 0.969988, 1, 0.113915, 0.0826174, -0.990049, -0.0680829, 0.160524, -0.984681, 0.0333748, 0.297489, -0.954142, -0.126678, 0.403754, -0.906055
9443, 314.733, 0.970926, 1, 0.106423, 0.0985265, -0.989427, -0.0730752, 0.16667, -0.983301, 0.0291614, 0.312367, -0.949514, -0.130399, 0.408811, -0.903255
9444, 314.767, 0.970314, 1, 0.121758, 0.0899923, -0.988472, -0.07259, 0.163454, -0.983877, 0.0430793, 0.298185, -0.953535, -0.129879, 0.403089, -0.905898
9445, 314.8, 0.968721, 1, 0.122763, 0.0760415, -0.989519, -0.0860066, 0.16538, -0.982473, 0.0354118, 0.288531, -0.956815, -0.147794, 0.410246, -0.89992
9446, 314.833, 0.967583, 1, 0.112642, 0.0768892, -0.990656, -0.0796731, 0.168942, -0.982401, 0.022828, 0.292063, -0.956127, -0.143558, 0.412975, -0.899357
9447, 314.867, 0.968744, 1, 0.121786, 0.0745819, -0.98975, -0.0804998, 0.172217, -0.981764, 0.0310148, 0.288575, -0.956955, -0.143756, 0.416805, -0.897557
9448, 314.9, 0.969463, 1, 0.115168, 0.0815744, -0.989991, -0.0769581, 0.165889, -0.983137, 0.0284411, 0.296743, -0.954534, -0.139622, 0.410603, -0.901061
9449, 314.933, 0.967281, 1, 0.107658, 0.0848138, -0.990564, -0.0724621, 0.161913, -0.984141, 0.0199521, 0.300393, -0.953607, -0.137747, 0.405567, -0.903627
9450, 314.967, 0.971, 1, 0.115799, 0.0960516, -0.988618, -0.066366, 0.154892, -0.9857, 0.0281856, 0.308399, -0.95084, -0.135571, 0.397609, -0.907484
9451, 315, 0.970111, 1, 0.117998, 0.0836324, -0.989486, -0.0667116, 0.155844, -0.985526, 0.020923, 0.291994, -0.956191, -0.141957, 0.394398, -0.907909
9452, 315.033, 0.969179, 1, 0.122898, 0.0843718, -0.988826, -0.0599397, 0.15551, -0.986014, 0.0237102, 0.29007, -0.956712, -0.137596, 0.391471, -0.909845
9453, 315.067, 0.969683, 1, 0.128084, 0.0831612, -0.988271, -0.0640627, 0.147121, -0.987042, 0.028787, 0.284558, -0.958226, -0.143314, 0.381362, -0.913249
9454, 315.1, 0.968713, 1, 0.133169, 0.0790784, -0.987933, -0.0597175, 0.153961, -0.986271, 0.0326802, 0.277342, -0.960215, -0.137772, 0.384614, -0.912738
9455, 315.133, 0.966107, 1, 0.125729, 0.0790867, -0.988907, -0.0624481, 0.155236, -0.985902, 0.0273483, 0.281956, -0.959038, -0.138166, 0.389155, -0.910752
9456, 315.167, 0.965851, 1, 0.121124, 0.0781327, -0.989558, -0.0616553, 0.161273, -0.984982, 0.0200891, 0.281462, -0.959362, -0.138382, 0.393964, -0.908649
9457, 315.2, 0.966131, 1, 0.123285, 0.0793541, -0.989193, -0.0610946, 0.16429, -0.984518, 0.0303568, 0.286121, -0.957713, -0.129532, 0.400583, -0.907058
9458, 315.233, 0.968586, 1, 0.122544, 0.0762707, -0.989528, -0.064214, 0.156571, -0.985577, 0.0276556, 0.281352, -0.959206, -0.135621, 0.392039, -0.909897
9459, 315.267, 0.968495, 1, 0.132324, 0.0779141, -0.98814, -0.0713326, 0.153596, -0.985556, 0.0359896, 0.28053, -0.95917, -0.144767, 0.39028, -0.909244
9460, 315.3, 0.967936, 1, 0.116405, 0.0821788, -0.989796, -0.0680795, 0.15894, -0.984938, 0.0183875, 0.287435, -0.957624, -0.143298, 0.39391, -0.90791
9461, 315.333, 0.965677, 1, 0.135456, 0.0879548, -0.986872, -0.0685208, 0.159426, -0.984829, 0.0351271, 0.289826, -0.956434, -0.146953, 0.39518, -0.906773
9462, 315.367, 0.967646, 1, 0.140349, 0.0856513, -0.98639, -0.0653245, 0.168279, -0.983573, 0.0441136, 0.287337, -0.956813, -0.137459, 0.403311, -0.904679
9463, 315.4, 0.968462, 1, 0.12095, 0.0829566, -0.989186, -0.0727031, 0.160638, -0.984332, 0.0194333, 0.284005, -0.958626, -0.151205, 0.392616, -0.907188
9464, 315.433, 0.966829, 1, 0.130614, 0.0849569, -0.987787, -0.0759387, 0.164065, -0.983522, 0.0332998, 0.284529, -0.958089, -0.149856, 0.396924, -0.905536
9465, 315.467, 0.965461, 1, 0.131871, 0.0713162, -0.988698, -0.0701945, 0.152488, -0.985809, 0.0314126, 0.270665, -0.962161, -0.147038, 0.384654, -0.911274
9466, 315.5, 0.966792, 1, 0.128161, 0.0757374, -0.988857, -0.0591629, 0.16447, -0.984606, 0.0276856, 0.273887, -0.961363, -0.134405, 0.392461, -0.909896
9467, 315.533, 0.967202, 1, 0.117255, 0.0798282, -0.989888, -0.0654528, 0.1601, -0.984928, 0.0145184, 0.279872, -0.959928, -0.144754, 0.389231, -0.909695
9468, 315.567, 0.968016, 1, 0.12101, 0.0792309, -0.989484, -0.0653566, 0.161989, -0.984626, 0.0134115, 0.280797, -0.959674, -0.148792, 0.392907, -0.907461
9469, 315.6, 0.964809, 1, 0.10974, 0.0704699, -0.991459, -0.0700571, 0.179894, -0.981188, 0.00741895, 0.275785, -0.961191, -0.142534, 0.41083, -0.900502
9470, 315.633, 0.966634, 1, 0.122566, 0.0703766, -0.989962, -0.0601978, 0.17576, -0.982591, 0.0203557, 0.276527, -0.96079, -0.13372, 0.408679, -0.902829
9471, 315.667, 0.964215, 1, 0.143683, 0.0800101, -0.986384, -0.0631321, 0.16649, -0.98402, 0.0414859, 0.281701, -0.958605, -0.140474, 0.401237, -0.905139
9472, 315.7, 0.963734, 1, 0.14291, 0.0797312, -0.986519, -0.0563923, 0.159425, -0.985598, 0.0390772, 0.276516, -0.960214, -0.137097, 0.388848, -0.911044
9473, 315.733, 0.966253, 1, 0.140592, 0.0785429, -0.986947, -0.0658575, 0.155873, -0.985579, 0.0313109, 0.277713, -0.960154, -0.151858, 0.38905, -0.908614
9474, 315.767, 0.966536, 1, 0.142157, 0.0794224, -0.986653, -0.0642694, 0.159367, -0.985125, 0.0331572, 0.276104, -0.960556, -0.149346, 0.390104, -0.908578
9475, 315.8, 0.969887, 1, 0.136495, 0.0777858, -0.987582, -0.0660487, 0.163674, -0.984301, 0.0258961, 0.270589, -0.962347, -0.151312, 0.389398, -0.908556
9476, 315.833, 0.966858, 1, 0.135758, 0.0821211, -0.987333, -0.0532791, 0.165278, -0.984807, 0.0276284, 0.278849, -0.959937, -0.137368, 0.392373, -0.909491
9477, 315.867, 0.967589, 1, 0.124222, 0.0801289, -0.989014, -0.0681735, 0.165584, -0.983837, 0.0188736, 0.274177, -0.961494, -0.148956, 0.38991, -0.908726
9478, 315.9, 0.967127, 1, 0.119566, 0.0808218, -0.989531, -0.064985, 0.163082, -0.98447, 0.011922, 0.274765, -0.961438, -0.148869, 0.386077, -0.910375
9479, 315.933, 0.968147, 1, 0.114899, 0.0770314, -0.990386, -0.0675935, 0.162668, -0.984363, 0.00661319, 0.265221, -0.964165, -0.151774, 0.379034, -0.912851
9480, 315.967, 0.965596, 1, 0.112356, 0.0732275, -0.990966, -0.0512714, 0.160502, -0.985703, -0.00172093, 0.256035, -0.966666, -0.141558, 0.368209, -0.918904
9481, 316, 0.968018, 1, 0.123094, 0.0791709, -0.989232, -0.0526852, 0.155091, -0.986494, 0.0133552, 0.25689, -0.966348, -0.141477, 0.360467, -0.921981
9482, 316.033, 0.966053, 1, 0.13139, 0.0797536, -0.988117, -0.0532838, 0.14623, -0.987815, 0.0251002, 0.25329, -0.967065, -0.140774, 0.349907, -0.926147
9483, 316.067, 0.962973, 1, 0.140785, 0.0901582, -0.985926, -0.0462929, 0.160336, -0.985976, 0.0335418, 0.261571, -0.964601, -0.133878, 0.362157, -0.922453
9484, 316.1, 0.963279, 1, 0.153987, 0.0952865, -0.983468, -0.054227, 0.144588, -0.988005, 0.0474436, 0.260525, -0.964301, -0.1454, 0.345549, -0.927068
9485, 316.133, 0.963357, 1, 0.141497, 0.0884868, -0.985976, -0.0443406, 0.155693, -0.98681, 0.0333728, 0.250145, -0.967633, -0.133533, 0.348195, -0.927863
9486, 316.167, 0.96378, 1, 0.142757, 0.0907163, -0.985592, -0.0437039, 0.157611, -0.986534, 0.0369538, 0.256186, -0.965921, -0.130658, 0.353974, -0.926084
